TU_id	start	stop	tss	strand	rho_dependent	sigma
TU8J2_1137	324038	325189	325189	-	True	RpoD_mono
TU8J2_349	3846001	3847249	3847249	+	True	RpoD_mono
TU8J2_1578	3443896	3444201	3444201	-	True	RpoD_mono
TU8J2_923	1116583	1116816	1116816	-	True	RpoD_mono
TU8J2_678	2522871	2523716	2523716	-	True	RpoD_mono
TU8J2_453	3412128	3415216	3415216	-	True	RpoD_mono
TU8J2_281	4004288	4005136	4005136	-	True	RpoD_mono
TU8J2_1224	1752272	1754641	1754641	+	True	RpoD_mono
TU8J2_783	2019421	2021144	2021144	+	True	RpoD_mono
TU8J2_576	2965681	2966139	2966139	-	True	RpoD_mono
TU8J2_1459	2169807	2169926	2169926	+	True	RpoD_mono
TU8J2_1334	562502	563461	563461	+	True	RpoD_mono
TU8J2_1122	364259	367256	367256	+	False	RpoD_mono
TU8J2_334	3882191	3882655	3882655	-	True	RpoD_mono
TU8J2_1563	3723454	3724335	3724335	+	True	RpoD_mono
TU8J2_909	1219849	1225450	1225450	+	True	RpoD_mono
TU8J2_663	2592003	2594174	2594174	-	True	RpoD_mono
TU8J2_439	3536012	3540727	3540727	+	False	RpoD_mono
TU8J2_267	4049009	4053320	4053320	-	True	RpoD_mono
TU8J2_121	1125123	1129611	1129611	-	True	RpoD_mono
TU8J2_769	2089396	2090454	2090454	+	True	RpoD_mono
TU8J2_1108	416235	417713	417713	-	True	RpoD_mono
TU8J2_997	883758	885808	885808	+	True	RpoD_mono
TU8J2_132	3344113	3344979	3344979	+	True	RpoD_mono
TU8J2_564	2997301	2998620	2998620	-	True	RpoD_mono
TU8J2_1444	2060237	2060692	2060692	-	True	RpoD_mono
TU8J2_1549	3471266	3471823	3471823	+	True	RpoD_mono
TU8J2_895	1282571	1283044	1283044	-	True	RpoD_mono
TU8J2_319	3919093	3921810	3921810	-	True	RpoD_mono
TU8J2_424	3647406	3648581	3648581	+	True	RpoD_mono
TU8J2_252	4091845	4092666	4092666	+	True	RpoD_mono
TU8J2_649	2652387	2652797	2652797	-	True	RpoD_mono
TU8J2_754	2288669	2290006	2290006	-	True	RpoD_mono
TU8J2_1094	454029	454592	454592	+	True	RpoD_mono
TU8J2_1196	54441	55672	55672	+	True	RpoD_mono
TU8J2_1305	2952224	2953349	2953349	-	False	RpoD_mono
TU8J2_55	3046757	3048015	3048015	-	True	RpoD_mono
TU8J2_982	919366	920343	920343	-	True	RpoD_mono
TU8J2_1534	3310386	3310721	3310721	+	True	RpoD_mono
TU8J2_880	1381434	1381877	1381877	-	True	RpoD_mono
TU8J2_143	2065042	2065377	2065377	+	True	RpoD_mono
TU8J2_41	3766714	3769108	3769108	-	True	RpoD_mono
TU8J2_238	4118950	4121056	4121056	+	True	RpoD_mono
TU8J2_304	3958516	3961874	3961874	-	True	RpoD_mono
TU8J2_74	1930264	1930698	1930698	+	True	RpoD_mono
TU8J2_108	2338809	2339471	2339471	-	True	RpoD_mono
TU8J2_634	2805704	2806228	2806228	-	True	RpoD_mono
TU8J2_1291	0	0	0	-	False	RpoD_mono
TU8J2_535	3068908	3070206	3070206	+	True	RpoD_mono
TU8J2_1181	156109	157325	157325	+	True	RpoD_mono
TU8J2_152	3667209	3671375	3671375	+	True	RpoD_mono
TU8J2_866	1449250	1451135	1451135	+	True	RpoD_mono
TU8J2_968	944487	944924	944924	+	True	RpoD_mono
TU8J2_396	3741732	3742040	3742040	-	True	RpoD_mono
TU8J2_223	4159005	4159205	4159205	+	True	RpoD_mono
TU8J2_1415	1533327	1533701	1533701	-	True	RpoD_mono
TU8J2_725	2385543	2385821	2385821	-	True	RpoD_mono
TU8J2_1065	600229	600906	600906	-	True	RpoD_mono
TU8J2_2988	3318029	3319561	3319561	-	True	RpoD_mono
TU8J2_1277	1365888	1369833	1369833	+	True	RpoD_mono
TU8J2_520	3127825	3129027	3129027	-	True	RpoD_mono
TU8J2_62	989712	990680	990680	+	True	RpoD_mono
TU8J2_1274	3347051	3352096	3352096	-	False	RpoD_mono
TU8J2_851	1511308	1511889	1511889	+	True	RpoD_mono
TU8J2_1167	228066	228522	228522	+	True	RpoD_mono
TU8J2_1502	2788680	2788883	2788883	+	True	RpoD_mono
TU8J2_209	4189406	4189645	4189645	+	True	RpoD_mono
TU8J2_953	1004975	1006642	1006642	+	False	RpoD_mono
TU8J2_379	3771000	3772133	3772133	-	True	RpoD_mono
TU8J2_1050	676442	677863	677863	+	True	RpoD_mono
TU8J2_1400	1387206	1388039	1388039	+	True	RpoD_mono
TU8J2_708	2446418	2448430	2448430	-	True	RpoD_mono
TU8J2_506	3171879	3178640	3178640	-	True	RpoD_mono
TU8J2_2963	3946394	3948399	3948399	+	True	RpoD_mono
TU8J2_126	1218113	1219105	1219105	-	False	RpoD_mono
TU8J2_837	1584214	1586154	1586154	+	True	RpoD_mono
TU8J2_605	2898292	2898747	2898747	+	True	RpoD_mono
TU8J2_1489	2637369	2637503	2637503	+	True	RpoD_mono
TU8J2_194	1169877	1172465	1172465	-	True	RpoD_mono
TU8J2_1152	287499	288611	288611	+	True	RpoD_mono
TU8J2_364	3803081	3803281	3803281	-	True	RpoD_mono
TU8J2_1036	796314	798233	798233	+	True	RpoD_mono
TU8J2_939	1050811	1053253	1053253	-	True	RpoD_mono
TU8J2_693	2476969	2477730	2477730	+	True	RpoD_mono
TU8J2_492	3227581	3228402	3228402	+	True	RpoD_mono
TU8J2_1387	1239387	1240121	1240121	-	True	RpoD_mono
TU8J2_1245	2438372	2443304	2443304	-	True	RpoD_mono
TU8J2_822	1691278	1717789	1717789	+	True	RpoD_mono
TU8J2_2949	1270631	1272577	1272577	+	True	RpoD_mono
TU8J2_1474	2435012	2435224	2435224	+	True	RpoD_mono
TU8J2_1373	1072768	1073109	1073109	+	True	RpoD_mono
TU8J2_591	2927008	2929422	2929422	-	True	RpoD_mono
TU8J2_35	1028233	1030068	1030068	-	True	RpoD_mono
TU8J2_18	2385543	2385821	2385821	-	True	RpoD_mono
TU8J2_1138	321013	324000	324000	+	True	RpoD_mono
TU8J2_679	2520557	2522773	2522773	-	True	RpoD_mono
TU8J2_1021	827455	827802	827802	+	True	RpoD_mono
TU8J2_924	1115698	1116555	1116555	+	True	RpoD_mono
TU8J2_1225	3625741	3626973	3626973	-	True	RpoD_mono
TU8J2_478	3258037	3259266	3259266	-	True	RpoD_mono
TU8J2_282	4000539	4004134	4004134	-	True	RpoD_mono
TU8J2_146	1447251	1447541	1447541	+	True	RpoD_mono
TU8J2_808	1880087	1880377	1880377	+	True	RpoD_mono
TU8J2_577	2961586	2962431	2962431	-	True	RpoD_mono
TU8J2_335	3880740	3882014	3882014	-	True	RpoD_mono
TU8J2_1359	954579	954851	954851	-	True	RpoD_mono
TU8J2_1123	362937	364142	364142	+	True	RpoD_mono
TU8J2_664	2588701	2590256	2590256	+	True	RpoD_mono
TU8J2_165	601741	602713	602713	-	True	RpoD_mono
TU8J2_91	626622	633862	633862	+	True	RpoD_mono
TU8J2_1210	22496	23769	23769	-	True	RpoD_mono
TU8J2_1007	865205	867125	867125	+	True	RpoD_mono
TU8J2_268	4041483	4048965	4048965	+	True	RpoD_mono
TU8J2_998	879002	883642	883642	+	True	RpoD_mono
TU8J2_463	3379112	3379939	3379939	-	True	RpoD_mono
TU8J2_1109	415350	416195	416195	+	True	RpoD_mono
TU8J2_1445	2084786	2085109	2085109	-	True	RpoD_mono
TU8J2_794	1925655	1926047	1926047	-	True	RpoD_mono
TU8J2_565	2995908	2996849	2996849	-	True	RpoD_mono
TU8J2_32	3171879	3178640	3178640	-	True	RpoD_mono
TU8J2_1344	613641	614849	614849	+	True	RpoD_mono
TU8J2_896	1280626	1280949	1280949	-	True	RpoD_mono
TU8J2_65	2337577	2337996	2337996	+	True	RpoD_mono
TU8J2_1573	4159253	4159456	4159456	-	True	RpoD_mono
TU8J2_253	4089429	4091309	4091309	-	True	RpoD_mono
TU8J2_1197	53183	53368	53368	+	True	RpoD_mono
TU8J2_449	3430598	3434156	3434156	-	True	RpoD_mono
TU8J2_1095	452830	453894	453894	+	False	RpoD_mono
TU8J2_983	916778	919348	919348	+	True	RpoD_mono
TU8J2_779	2029429	2031114	2031114	-	True	RpoD_mono
TU8J2_550	3032417	3033040	3033040	-	True	RpoD_mono
TU8J2_1430	1916006	1916545	1916545	-	True	RpoD_mono
TU8J2_133	1269733	1270080	1270080	-	True	RpoD_mono
TU8J2_881	1380978	1381403	1381403	+	True	RpoD_mono
TU8J2_305	3957391	3958482	3958482	+	True	RpoD_mono
TU8J2_1559	3598040	3601909	3601909	-	True	RpoD_mono
TU8J2_239	4113417	4118486	4118486	+	True	RpoD_mono
TU8J2_635	2802358	2805313	2805313	+	True	RpoD_mono
TU8J2_434	3609420	3609902	3609902	+	True	RpoD_mono
TU8J2_1080	494506	494877	494877	+	True	RpoD_mono
TU8J2_1182	121919	125500	125500	+	True	RpoD_mono
TU8J2_764	2099446	2099790	2099790	-	True	RpoD_mono
TU8J2_536	3067420	3068811	3068811	-	True	RpoD_mono
TU8J2_969	936773	936997	936997	-	True	RpoD_mono
TU8J2_1315	159182	159778	159778	+	True	RpoD_mono
TU8J2_867	1448506	1449132	1449132	+	True	RpoD_mono
TU8J2_1416	1534279	1535751	1535751	-	True	RpoD_mono
TU8J2_1544	3404835	3405626	3405626	+	True	RpoD_mono
TU8J2_224	4157471	4158835	4158835	-	True	RpoD_mono
TU8J2_299	3971060	3972433	3972433	+	True	RpoD_mono
TU8J2_42	312159	317603	317603	+	True	RpoD_mono
TU8J2_1066	597114	598052	598052	+	True	RpoD_mono
TU8J2_620	2854880	2855164	2855164	-	True	RpoD_mono
TU8J2_75	989022	989591	989591	+	True	RpoD_mono
TU8J2_521	3124250	3127675	3127675	-	True	RpoD_mono
TU8J2_1168	226566	227954	227954	+	True	RpoD_mono
TU8J2_1300	3138978	3139226	3139226	-	True	RpoD_mono
TU8J2_852	1507578	1511163	1511163	+	True	RpoD_mono
TU8J2_954	1002501	1004834	1004834	+	False	RpoD_mono
TU8J2_153	1861384	1862712	1862712	-	True	RpoD_mono
TU8J2_21	3663281	3664201	3664201	+	True	RpoD_mono
TU8J2_1401	1398975	1400096	1400096	-	True	RpoD_mono
TU8J2_405	3716009	3717097	3717097	-	True	RpoD_mono
TU8J2_1051	674832	675857	675857	-	True	RpoD_mono
TU8J2_2964	474731	475540	475540	+	True	RpoD_mono
TU8J2_735	2320355	2321860	2321860	-	True	RpoD_mono
TU8J2_507	3163735	3171646	3171646	-	True	RpoD_mono
TU8J2_606	2897788	2898123	2898123	+	True	RpoD_mono
TU8J2_1287	3595356	3598020	3598020	+	True	RpoD_mono
TU8J2_838	1580121	1584097	1584097	+	True	RpoD_mono
TU8J2_1153	284011	285762	285762	+	True	RpoD_mono
TU8J2_1515	3072401	3072622	3072622	+	True	RpoD_mono
TU8J2_195	990612	991265	991265	-	True	RpoD_mono
TU8J2_94	966196	966669	966669	-	True	RpoD_mono
TU8J2_389	3753933	3755291	3755291	-	True	RpoD_mono
TU8J2_1037	755907	757978	757978	+	True	RpoD_mono
TU8J2_1388	1253713	1255866	1255866	-	True	RpoD_mono
TU8J2_718	2413585	2415211	2415211	-	True	RpoD_mono
TU8J2_493	3225178	3225570	3225570	-	True	RpoD_mono
TU8J2_295	3981227	3982915	3982915	+	True	RpoD_mono
TU8J2_127	20880	22157	22157	+	False	RpoD_mono
TU8J2_823	1687187	1690898	1690898	+	True	RpoD_mono
TU8J2_592	2926031	2926972	2926972	+	True	RpoD_mono
TU8J2_1499	2755382	2755804	2755804	-	True	RpoD_mono
TU8J2_1374	1074381	1074572	1074572	+	True	RpoD_mono
TU8J2_1139	320421	320723	320723	-	True	RpoD_mono
TU8J2_374	3776722	3777753	3777753	-	True	RpoD_mono
TU8J2_180	3367040	3373648	3373648	-	True	RpoD_mono
TU8J2_925	1114057	1115586	1115586	-	True	RpoD_mono
TU8J2_703	2459326	2460246	2460246	+	True	RpoD_mono
TU8J2_1022	822903	826734	826734	-	True	RpoD_mono
TU8J2_283	3999350	4000486	4000486	+	True	RpoD_mono
TU8J2_1255	618095	619282	619282	+	True	RpoD_mono
TU8J2_479	3257693	3258061	3258061	+	True	RpoD_mono
TU8J2_578	2959257	2961188	2961188	-	False	RpoD_mono
TU8J2_1484	2593000	2593254	2593254	+	True	RpoD_mono
TU8J2_809	1877959	1879759	1879759	+	True	RpoD_mono
TU8J2_1124	353900	362757	362757	-	True	RpoD_mono
TU8J2_36	2413585	2415211	2415211	-	True	RpoD_mono
TU8J2_136	2911116	2912888	2912888	-	True	RpoD_mono
TU8J2_910	1206629	1207788	1207788	+	True	RpoD_mono
TU8J2_689	2483904	2484731	2484731	+	True	RpoD_mono
TU8J2_166	1419213	1421923	1421923	+	True	RpoD_mono
TU8J2_269	4039466	4040875	4040875	-	True	RpoD_mono
TU8J2_1240	893904	897433	897433	+	False	RpoD_mono
TU8J2_1008	863862	865037	865037	-	True	RpoD_mono
TU8J2_111	596478	598543	598543	+	True	RpoD_mono
TU8J2_147	1320570	1321166	1321166	-	True	RpoD_mono
TU8J2_464	3354066	3354487	3354487	+	True	RpoD_mono
TU8J2_566	2994756	2995597	2995597	+	True	RpoD_mono
TU8J2_345	3853717	3856172	3856172	-	False	RpoD_mono
TU8J2_795	1924993	1925421	1925421	-	True	RpoD_mono
TU8J2_897	1277062	1277457	1277457	-	True	RpoD_mono
TU8J2_674	2541051	2542442	2542442	+	True	RpoD_mono
TU8J2_1345	614885	615622	615622	-	True	RpoD_mono
TU8J2_254	4088002	4089387	4089387	+	True	RpoD_mono
TU8J2_1220	1247788	1248564	1248564	+	True	RpoD_mono
TU8J2_1574	4185160	4185681	4185681	-	True	RpoD_mono
TU8J2_1096	449724	452739	452739	+	True	RpoD_mono
TU8J2_1455	2136373	2136498	2136498	+	True	RpoD_mono
TU8J2_45	3029729	3031417	3031417	-	True	RpoD_mono
TU8J2_551	3029729	3031417	3031417	-	True	RpoD_mono
TU8J2_330	3897685	3898362	3898362	-	True	RpoD_mono
TU8J2_78	1018998	1020002	1020002	+	True	RpoD_mono
TU8J2_882	1372792	1373991	1373991	+	True	RpoD_mono
TU8J2_66	2788920	2791440	2791440	-	True	RpoD_mono
TU8J2_1330	546166	546966	546966	-	True	RpoD_mono
TU8J2_24	3910302	3912226	3912226	-	True	RpoD_mono
TU8J2_1206	30279	35355	35355	-	True	RpoD_mono
TU8J2_156	587744	589601	589601	+	True	RpoD_mono
TU8J2_1081	493559	494377	494377	+	True	RpoD_mono
TU8J2_993	898961	899905	899905	+	True	RpoD_mono
TU8J2_435	3606762	3608773	3608773	-	True	RpoD_mono
TU8J2_537	3061651	3063807	3063807	-	True	RpoD_mono
TU8J2_1440	2050689	2050952	2050952	+	True	RpoD_mono
TU8J2_765	2097126	2097617	2097617	-	True	RpoD_mono
TU8J2_868	1444099	1446336	1446336	+	True	RpoD_mono
TU8J2_315	3937135	3937515	3937515	+	True	RpoD_mono
TU8J2_1316	281769	282155	282155	-	True	RpoD_mono
TU8J2_225	4155433	4156725	4156725	-	True	RpoD_mono
TU8J2_645	2659213	2660464	2660464	+	True	RpoD_mono
TU8J2_1545	3424235	3425161	3425161	-	True	RpoD_mono
TU8J2_1067	593407	594096	594096	-	True	RpoD_mono
TU8J2_1192	64817	70012	70012	+	True	RpoD_mono
TU8J2_420	3676159	3680970	3680970	-	True	RpoD_mono
TU8J2_522	3121538	3122641	3122641	-	True	RpoD_mono
TU8J2_979	923587	924171	924171	+	True	RpoD_mono
TU8J2_750	2295982	2296602	2296602	-	True	RpoD_mono
TU8J2_853	1503582	1507298	1507298	+	True	RpoD_mono
TU8J2_1426	1896424	1897839	1897839	+	True	RpoD_mono
TU8J2_1301	965909	966178	966178	+	True	RpoD_mono
TU8J2_210	4187681	4189153	4189153	-	True	RpoD_mono
TU8J2_3002	2755987	2756181	2756181	+	True	RpoD_mono
TU8J2_1530	3301586	3302584	3302584	+	True	RpoD_mono
TU8J2_1052	671245	674785	674785	+	True	RpoD_mono
TU8J2_630	2825846	2826169	2826169	-	True	RpoD_mono
TU8J2_406	3714739	3715881	3715881	-	True	RpoD_mono
TU8J2_508	3163237	3163704	3163704	+	True	RpoD_mono
TU8J2_1178	179595	183323	183323	-	True	RpoD_mono
TU8J2_736	2318127	2320024	2320024	-	False	RpoD_mono
TU8J2_839	1578376	1579995	1579995	+	True	RpoD_mono
TU8J2_964	959535	960986	960986	-	True	RpoD_mono
TU8J2_1288	200277	202079	202079	+	True	RpoD_mono
TU8J2_196	989712	990680	990680	+	True	RpoD_mono
TU8J2_1411	1466638	1467411	1467411	-	True	RpoD_mono
TU8J2_1516	3083441	3085759	3085759	+	True	RpoD_mono
TU8J2_1038	754480	755780	755780	+	True	RpoD_mono
TU8J2_2980	2741357	2742112	2742112	-	True	RpoD_mono
TU8J2_392	3749487	3750677	3750677	+	True	RpoD_mono
TU8J2_494	3224864	3225100	3225100	+	True	RpoD_mono
TU8J2_616	2864426	2865172	2865172	-	True	RpoD_mono
TU8J2_39	3809550	3809924	3809924	-	True	RpoD_mono
TU8J2_824	1683661	1685736	1685736	+	True	RpoD_mono
TU8J2_1163	231348	232967	232967	+	True	RpoD_mono
TU8J2_719	2412706	2413473	2413473	-	True	RpoD_mono
TU8J2_1375	1118850	1119119	1119119	+	True	RpoD_mono
TU8J2_95	1609327	1612427	1612427	+	True	RpoD_mono
TU8J2_1270	3410007	3410345	3410345	+	True	RpoD_mono
TU8J2_181	839339	840484	840484	-	True	RpoD_mono
TU8J2_1398	1318528	1318905	1318905	-	True	RpoD_mono
TU8J2_15	1596474	1598980	1598980	+	False	RpoD_mono
TU8J2_1023	820867	822330	822330	+	True	RpoD_mono
TU8J2_296	3979753	3981105	3981105	+	True	RpoD_mono
TU8J2_375	3775653	3776336	3776336	-	True	RpoD_mono
TU8J2_48	3136238	3136675	3136675	-	True	RpoD_mono
TU8J2_601	2904727	2904951	2904951	-	True	RpoD_mono
TU8J2_704	2456990	2457340	2457340	+	True	RpoD_mono
TU8J2_81	3758547	3759128	3759128	+	True	RpoD_mono
TU8J2_1149	292205	292843	292843	+	True	RpoD_mono
TU8J2_1256	3397846	3398930	3398930	-	False	RpoD_mono
TU8J2_1360	957705	959060	959060	-	True	RpoD_mono
TU8J2_935	1073106	1073717	1073717	-	True	RpoD_mono
TU8J2_1485	2620717	2621640	2621640	+	True	RpoD_mono
TU8J2_167	1905809	1906207	1906207	+	True	RpoD_mono
TU8J2_1383	1181499	1182395	1182395	+	True	RpoD_mono
TU8J2_360	3810090	3810611	3810611	+	True	RpoD_mono
TU8J2_1009	862004	863663	863663	+	True	RpoD_mono
TU8J2_293	3983187	3984026	3984026	-	True	RpoD_mono
TU8J2_69	2443429	2446263	2446263	-	True	RpoD_mono
TU8J2_465	3347051	3353907	3353907	-	False	RpoD_mono
TU8J2_588	2934594	2935928	2935928	+	True	RpoD_mono
TU8J2_1241	1211477	1217121	1217121	+	False	RpoD_mono
TU8J2_796	1923234	1924962	1924962	+	True	RpoD_mono
TU8J2_1134	327618	329597	329597	+	True	RpoD_mono
TU8J2_1470	2360630	2361502	2361502	+	True	RpoD_mono
TU8J2_1346	621847	622218	622218	+	True	RpoD_mono
TU8J2_920	1119162	1120828	1120828	-	True	RpoD_mono
TU8J2_346	3849818	3851893	3851893	+	True	RpoD_mono
TU8J2_1575	4194389	4195744	4195744	+	True	RpoD_mono
TU8J2_279	4007803	4010203	4010203	-	True	RpoD_mono
TU8J2_675	2532353	2537970	2537970	-	True	RpoD_mono
TU8J2_450	3427802	3428287	3428287	+	True	RpoD_mono
TU8J2_112	3112190	3113882	3113882	-	True	RpoD_mono
TU8J2_1221	1092770	1093747	1093747	-	True	RpoD_mono
TU8J2_780	2029020	2029313	2029313	+	True	RpoD_mono
TU8J2_906	1229068	1229724	1229724	+	True	RpoD_mono
TU8J2_1456	2137897	2138040	2138040	+	True	RpoD_mono
TU8J2_1331	550240	551259	551259	-	True	RpoD_mono
TU8J2_264	4062329	4063529	4063529	-	True	RpoD_mono
TU8J2_331	3896290	3897660	3897660	+	True	RpoD_mono
TU8J2_1560	3602074	3602547	3602547	+	True	RpoD_mono
TU8J2_1105	432372	435989	435989	+	True	RpoD_mono
TU8J2_660	2602979	2603275	2603275	+	True	RpoD_mono
TU8J2_436	3546234	3546827	3546827	+	True	RpoD_mono
TU8J2_561	3009915	3010598	3010598	-	True	RpoD_mono
TU8J2_1207	29772	30035	30035	+	True	RpoD_mono
TU8J2_766	2095927	2096113	2096113	+	True	RpoD_mono
TU8J2_892	1300450	1312812	1312812	+	True	RpoD_mono
TU8J2_994	897588	898867	898867	+	True	RpoD_mono
TU8J2_1317	286773	287420	287420	-	True	RpoD_mono
TU8J2_25	321013	324000	324000	+	True	RpoD_mono
TU8J2_1441	2056278	2056616	2056616	+	True	RpoD_mono
TU8J2_1546	3426749	3427579	3427579	-	True	RpoD_mono
TU8J2_1091	456068	456817	456817	+	True	RpoD_mono
TU8J2_316	3930707	3933103	3933103	-	True	RpoD_mono
TU8J2_421	3665629	3666507	3666507	+	True	RpoD_mono
TU8J2_547	3035730	3036332	3036332	+	True	RpoD_mono
TU8J2_646	2655322	2657634	2657634	-	True	RpoD_mono
TU8J2_751	2295302	2295943	2295943	+	True	RpoD_mono
TU8J2_878	1382677	1383147	1383147	-	True	RpoD_mono
