TU_id	start	stop	tss	strand	rho_dependent	sigma
TU8J2_633_from_RpoD_mono	2788920	2791440	2791440	-	True	RpoD_mono
TU8J2_1290_from_RpoD_mono	1071402	1071488	1071488	+	True	RpoD_mono
TU8J2_841_from_RpoD_mono	1570574	1571800	1571800	-	True	RpoD_mono
TU8J2_1180_from_RpoD_mono	158515	159072	159072	-	True	RpoD_mono
TU8J2_1519_from_RpoD_mono	3136768	3136944	3136944	+	True	RpoD_mono
TU8J2_199_from_RpoD_mono	4215255	4215389	4215389	-	True	RpoD_mono
TU8J2_967_from_RpoD_mono	946696	953294	953294	-	True	RpoD_mono
TU8J2_395_from_RpoD_mono	3743267	3743659	3743659	-	True	RpoD_mono
TU8J2_1040_from_RpoD_mono	726840	728318	728318	-	True	RpoD_mono
TU8J2_1414_from_RpoD_mono	1525386	1526159	1526159	+	True	RpoD_mono
TU8J2_724_from_RpoD_mono	2386195	2387673	2387673	-	True	RpoD_mono
TU8J2_497_from_RpoD_mono	3219837	3222083	3222083	-	True	RpoD_mono
TU8J2_2986_from_RpoD_mono	1761707	1763204	1763204	+	True	RpoD_mono
TU8J2_1276_from_RpoD_mono	1606560	1607354	1607354	+	True	RpoD_mono
TU8J2_827_from_RpoD_mono	1673620	1674137	1674137	+	True	RpoD_mono
TU8J2_619_from_RpoD_mono	2855973	2857626	2857626	-	True	RpoD_mono
TU8J2_721_from_RpoD_mono	2402067	2403350	2403350	-	True	RpoD_mono
TU8J2_1378_from_RpoD_mono	1159211	1159690	1159690	-	True	RpoD_mono
TU8J2_1166_from_RpoD_mono	228549	229352	229352	-	True	RpoD_mono
TU8J2_1273_from_RpoD_mono	1233614	1234908	1234908	-	True	RpoD_mono
TU8J2_184_from_RpoD_mono	1422172	1424440	1424440	-	True	RpoD_mono
TU8J2_952_from_RpoD_mono	1011792	1013258	1013258	-	True	RpoD_mono
TU8J2_1501_from_RpoD_mono	2768042	2768674	2768674	-	True	RpoD_mono
TU8J2_1026_from_RpoD_mono	816113	817243	817243	+	True	RpoD_mono
TU8J2_140_from_RpoD_mono	2270407	2271982	2271982	-	True	RpoD_mono
TU8J2_378_from_RpoD_mono	3772325	3773350	3773350	-	True	RpoD_mono
TU8J2_482_from_RpoD_mono	3253529	3255838	3255838	-	True	RpoD_mono
TU8J2_2962_from_RpoD_mono	245190	246131	246131	+	True	RpoD_mono
TU8J2_707_from_RpoD_mono	2449841	2450290	2450290	-	True	RpoD_mono
TU8J2_812_from_RpoD_mono	1865512	1865787	1865787	-	True	RpoD_mono
TU8J2_604_from_RpoD_mono	2898931	2899752	2899752	+	True	RpoD_mono
TU8J2_1259_from_RpoD_mono	3602588	3604567	3604567	-	True	RpoD_mono
TU8J2_1363_from_RpoD_mono	995624	996532	996532	-	True	RpoD_mono
TU8J2_1151_from_RpoD_mono	288653	290698	290698	-	True	RpoD_mono
TU8J2_1488_from_RpoD_mono	2636096	2637139	2637139	-	True	RpoD_mono
TU8J2_17_from_RpoD_mono	3665629	3666507	3666507	+	True	RpoD_mono
TU8J2_938_from_RpoD_mono	1050031	1050234	1050234	-	True	RpoD_mono
TU8J2_363_from_RpoD_mono	3805090	3806055	3806055	-	True	RpoD_mono
TU8J2_1011_from_RpoD_mono	854412	855077	855077	+	True	RpoD_mono
TU8J2_1386_from_RpoD_mono	1207818	1208057	1208057	-	True	RpoD_mono
TU8J2_692_from_RpoD_mono	2478006	2478929	2478929	-	True	RpoD_mono
TU8J2_468_from_RpoD_mono	3328762	3334990	3334990	+	True	RpoD_mono
TU8J2_2948_from_RpoD_mono	1272725	1276291	1276291	+	True	RpoD_mono
TU8J2_1244_from_RpoD_mono	2433631	2434346	2434346	-	True	RpoD_mono
TU8J2_799_from_RpoD_mono	1919861	1921864	1921864	+	True	RpoD_mono
TU8J2_590_from_RpoD_mono	2930827	2931573	2931573	-	True	RpoD_mono
TU8J2_1473_from_RpoD_mono	2433137	2433373	2433373	+	True	RpoD_mono
TU8J2_1349_from_RpoD_mono	712019	713293	713293	+	True	RpoD_mono
TU8J2_1137_from_RpoD_mono	324038	325189	325189	-	True	RpoD_mono
TU8J2_349_from_RpoD_mono	3846001	3847249	3847249	+	True	RpoD_mono
TU8J2_1578_from_RpoD_mono	3443896	3444201	3444201	-	True	RpoD_mono
TU8J2_923_from_RpoD_mono	1116583	1116816	1116816	-	True	RpoD_mono
TU8J2_678_from_RpoD_mono	2522871	2523716	2523716	-	True	RpoD_mono
TU8J2_453_from_RpoD_mono	3412128	3415216	3415216	-	True	RpoD_mono
TU8J2_281_from_RpoD_mono	4004288	4005136	4005136	-	True	RpoD_mono
TU8J2_1224_from_RpoD_mono	1752272	1754641	1754641	+	True	RpoD_mono
TU8J2_783_from_RpoD_mono	2019421	2021144	2021144	+	True	RpoD_mono
TU8J2_576_from_RpoD_mono	2965681	2966139	2966139	-	True	RpoD_mono
TU8J2_1459_from_RpoD_mono	2169807	2169926	2169926	+	True	RpoD_mono
TU8J2_1334_from_RpoD_mono	562502	563461	563461	+	True	RpoD_mono
TU8J2_1122_from_RpoD_mono	364259	367256	367256	+	True	RpoD_mono
TU8J2_334_from_RpoD_mono	3882191	3882655	3882655	-	True	RpoD_mono
TU8J2_1563_from_RpoD_mono	3723454	3724335	3724335	+	True	RpoD_mono
TU8J2_909_from_RpoD_mono	1219849	1225450	1225450	+	True	RpoD_mono
TU8J2_663_from_RpoD_mono	2592003	2594174	2594174	-	True	RpoD_mono
TU8J2_439_from_RpoD_mono	3536012	3540727	3540727	+	True	RpoD_mono
TU8J2_267_from_RpoD_mono	4049009	4053320	4053320	-	True	RpoD_mono
TU8J2_121_from_RpoD_mono	1125123	1129611	1129611	-	True	RpoD_mono
TU8J2_769_from_RpoD_mono	2089396	2090454	2090454	+	True	RpoD_mono
TU8J2_1108_from_RpoD_mono	416235	417713	417713	-	True	RpoD_mono
TU8J2_997_from_RpoD_mono	883758	885808	885808	+	True	RpoD_mono
TU8J2_132_from_RpoD_mono	3344113	3344979	3344979	+	True	RpoD_mono
TU8J2_564_from_RpoD_mono	2997301	2998620	2998620	-	True	RpoD_mono
TU8J2_1444_from_RpoD_mono	2060237	2060692	2060692	-	True	RpoD_mono
TU8J2_1549_from_RpoD_mono	3471266	3471823	3471823	+	True	RpoD_mono
TU8J2_895_from_RpoD_mono	1282571	1283044	1283044	-	True	RpoD_mono
TU8J2_319_from_RpoD_mono	3919093	3921810	3921810	-	True	RpoD_mono
TU8J2_424_from_RpoD_mono	3647406	3648581	3648581	+	True	RpoD_mono
TU8J2_252_from_RpoD_mono	4091845	4092666	4092666	+	True	RpoD_mono
TU8J2_649_from_RpoD_mono	2652387	2652797	2652797	-	True	RpoD_mono
TU8J2_754_from_RpoD_mono	2288669	2290006	2290006	-	True	RpoD_mono
TU8J2_1094_from_RpoD_mono	454029	454592	454592	+	True	RpoD_mono
TU8J2_1196_from_RpoD_mono	54441	55672	55672	+	True	RpoD_mono
TU8J2_1305_from_RpoD_mono	2952224	2953349	2953349	-	True	RpoD_mono
TU8J2_55_from_RpoD_mono	3046757	3048015	3048015	-	True	RpoD_mono
TU8J2_982_from_RpoD_mono	919366	920343	920343	-	True	RpoD_mono
TU8J2_1534_from_RpoD_mono	3310386	3310721	3310721	+	True	RpoD_mono
TU8J2_880_from_RpoD_mono	1381434	1381877	1381877	-	True	RpoD_mono
TU8J2_143_from_RpoD_mono	2065042	2065377	2065377	+	True	RpoD_mono
TU8J2_41_from_RpoD_mono	3766714	3769108	3769108	-	True	RpoD_mono
TU8J2_238_from_RpoD_mono	4118950	4121056	4121056	+	True	RpoD_mono
TU8J2_304_from_RpoD_mono	3958516	3961874	3961874	-	True	RpoD_mono
TU8J2_74_from_RpoD_mono	1930264	1930698	1930698	+	True	RpoD_mono
TU8J2_108_from_RpoD_mono	2338809	2339471	2339471	-	True	RpoD_mono
TU8J2_634_from_RpoD_mono	2805704	2806228	2806228	-	True	RpoD_mono
TU8J2_1291_from_RpoD_mono	0	0	0	-	True	RpoD_mono
TU8J2_535_from_RpoD_mono	3068908	3070206	3070206	+	True	RpoD_mono
TU8J2_1181_from_RpoD_mono	156109	157325	157325	+	True	RpoD_mono
TU8J2_152_from_RpoD_mono	3667209	3671375	3671375	+	True	RpoD_mono
TU8J2_866_from_RpoD_mono	1449250	1451135	1451135	+	True	RpoD_mono
TU8J2_968_from_RpoD_mono	944487	944924	944924	+	True	RpoD_mono
TU8J2_396_from_RpoD_mono	3741732	3742040	3742040	-	True	RpoD_mono
TU8J2_223_from_RpoD_mono	4159005	4159205	4159205	+	True	RpoD_mono
TU8J2_1415_from_RpoD_mono	1533327	1533701	1533701	-	True	RpoD_mono
TU8J2_725_from_RpoD_mono	2385543	2385821	2385821	-	True	RpoD_mono
TU8J2_1065_from_RpoD_mono	600229	600906	600906	-	True	RpoD_mono
TU8J2_2988_from_RpoD_mono	3318029	3319561	3319561	-	True	RpoD_mono
TU8J2_1277_from_RpoD_mono	1365888	1369833	1369833	+	True	RpoD_mono
TU8J2_520_from_RpoD_mono	3127825	3129027	3129027	-	True	RpoD_mono
TU8J2_62_from_RpoD_mono	989712	990680	990680	+	True	RpoD_mono
TU8J2_1274_from_RpoD_mono	3347051	3352096	3352096	-	True	RpoD_mono
TU8J2_851_from_RpoD_mono	1511308	1511889	1511889	+	True	RpoD_mono
TU8J2_1167_from_RpoD_mono	228066	228522	228522	+	True	RpoD_mono
TU8J2_1502_from_RpoD_mono	2788680	2788883	2788883	+	True	RpoD_mono
TU8J2_209_from_RpoD_mono	4189406	4189645	4189645	+	True	RpoD_mono
TU8J2_953_from_RpoD_mono	1004975	1006642	1006642	+	True	RpoD_mono
TU8J2_379_from_RpoD_mono	3771000	3772133	3772133	-	True	RpoD_mono
TU8J2_1050_from_RpoD_mono	676442	677863	677863	+	True	RpoD_mono
TU8J2_1400_from_RpoD_mono	1387206	1388039	1388039	+	True	RpoD_mono
TU8J2_708_from_RpoD_mono	2446418	2448430	2448430	-	True	RpoD_mono
TU8J2_506_from_RpoD_mono	3171879	3178640	3178640	-	True	RpoD_mono
TU8J2_2963_from_RpoD_mono	3946394	3948399	3948399	+	True	RpoD_mono
TU8J2_126_from_RpoD_mono	1218113	1219105	1219105	-	True	RpoD_mono
TU8J2_837_from_RpoD_mono	1584214	1586154	1586154	+	True	RpoD_mono
TU8J2_605_from_RpoD_mono	2898292	2898747	2898747	+	True	RpoD_mono
TU8J2_1489_from_RpoD_mono	2637369	2637503	2637503	+	True	RpoD_mono
TU8J2_194_from_RpoD_mono	1169877	1172465	1172465	-	True	RpoD_mono
TU8J2_1152_from_RpoD_mono	287499	288611	288611	+	True	RpoD_mono
TU8J2_364_from_RpoD_mono	3803081	3803281	3803281	-	True	RpoD_mono
TU8J2_1036_from_RpoD_mono	796314	798233	798233	+	True	RpoD_mono
TU8J2_939_from_RpoD_mono	1050811	1053253	1053253	-	True	RpoD_mono
TU8J2_693_from_RpoD_mono	2476969	2477730	2477730	+	True	RpoD_mono
TU8J2_492_from_RpoD_mono	3227581	3228402	3228402	+	True	RpoD_mono
TU8J2_1387_from_RpoD_mono	1239387	1240121	1240121	-	True	RpoD_mono
TU8J2_1245_from_RpoD_mono	2438372	2443304	2443304	-	True	RpoD_mono
TU8J2_822_from_RpoD_mono	1691278	1717789	1717789	+	True	RpoD_mono
TU8J2_2949_from_RpoD_mono	1270631	1272577	1272577	+	True	RpoD_mono
TU8J2_1474_from_RpoD_mono	2435012	2435224	2435224	+	True	RpoD_mono
TU8J2_1373_from_RpoD_mono	1072768	1073109	1073109	+	True	RpoD_mono
TU8J2_591_from_RpoD_mono	2927008	2929422	2929422	-	True	RpoD_mono
TU8J2_35_from_RpoD_mono	1028233	1030068	1030068	-	True	RpoD_mono
TU8J2_18_from_RpoD_mono	2385543	2385821	2385821	-	True	RpoD_mono
TU8J2_1138_from_RpoD_mono	321013	324000	324000	+	True	RpoD_mono
TU8J2_679_from_RpoD_mono	2520557	2522773	2522773	-	True	RpoD_mono
TU8J2_1021_from_RpoD_mono	827455	827802	827802	+	True	RpoD_mono
TU8J2_924_from_RpoD_mono	1115698	1116555	1116555	+	True	RpoD_mono
TU8J2_1225_from_RpoD_mono	3625741	3626973	3626973	-	True	RpoD_mono
TU8J2_478_from_RpoD_mono	3258037	3259266	3259266	-	True	RpoD_mono
TU8J2_282_from_RpoD_mono	4000539	4004134	4004134	-	True	RpoD_mono
TU8J2_146_from_RpoD_mono	1447251	1447541	1447541	+	True	RpoD_mono
TU8J2_808_from_RpoD_mono	1880087	1880377	1880377	+	True	RpoD_mono
TU8J2_577_from_RpoD_mono	2961586	2962431	2962431	-	True	RpoD_mono
TU8J2_335_from_RpoD_mono	3880740	3882014	3882014	-	True	RpoD_mono
TU8J2_1359_from_RpoD_mono	954579	954851	954851	-	True	RpoD_mono
TU8J2_1123_from_RpoD_mono	362937	364142	364142	+	True	RpoD_mono
TU8J2_664_from_RpoD_mono	2588701	2590256	2590256	+	True	RpoD_mono
TU8J2_165_from_RpoD_mono	601741	602713	602713	-	True	RpoD_mono
TU8J2_91_from_RpoD_mono	626622	633862	633862	+	True	RpoD_mono
TU8J2_1210_from_RpoD_mono	22496	23769	23769	-	True	RpoD_mono
TU8J2_1007_from_RpoD_mono	865205	867125	867125	+	True	RpoD_mono
TU8J2_268_from_RpoD_mono	4041483	4048965	4048965	+	True	RpoD_mono
TU8J2_998_from_RpoD_mono	879002	883642	883642	+	True	RpoD_mono
TU8J2_463_from_RpoD_mono	3379112	3379939	3379939	-	True	RpoD_mono
TU8J2_1109_from_RpoD_mono	415350	416195	416195	+	True	RpoD_mono
TU8J2_1445_from_RpoD_mono	2084786	2085109	2085109	-	True	RpoD_mono
TU8J2_794_from_RpoD_mono	1925655	1926047	1926047	-	True	RpoD_mono
TU8J2_565_from_RpoD_mono	2995908	2996849	2996849	-	True	RpoD_mono
TU8J2_32_from_RpoD_mono	3171879	3178640	3178640	-	True	RpoD_mono
TU8J2_1344_from_RpoD_mono	613641	614849	614849	+	True	RpoD_mono
TU8J2_896_from_RpoD_mono	1280626	1280949	1280949	-	True	RpoD_mono
TU8J2_65_from_RpoD_mono	2337577	2337996	2337996	+	True	RpoD_mono
TU8J2_1573_from_RpoD_mono	4159253	4159456	4159456	-	True	RpoD_mono
TU8J2_253_from_RpoD_mono	4089429	4091309	4091309	-	True	RpoD_mono
TU8J2_1197_from_RpoD_mono	53183	53368	53368	+	True	RpoD_mono
TU8J2_449_from_RpoD_mono	3430598	3434156	3434156	-	True	RpoD_mono
TU8J2_1095_from_RpoD_mono	452830	453894	453894	+	True	RpoD_mono
TU8J2_983_from_RpoD_mono	916778	919348	919348	+	True	RpoD_mono
TU8J2_779_from_RpoD_mono	2029429	2031114	2031114	-	True	RpoD_mono
TU8J2_550_from_RpoD_mono	3032417	3033040	3033040	-	True	RpoD_mono
TU8J2_1430_from_RpoD_mono	1916006	1916545	1916545	-	True	RpoD_mono
TU8J2_133_from_RpoD_mono	1269733	1270080	1270080	-	True	RpoD_mono
TU8J2_881_from_RpoD_mono	1380978	1381403	1381403	+	True	RpoD_mono
TU8J2_305_from_RpoD_mono	3957391	3958482	3958482	+	True	RpoD_mono
TU8J2_1559_from_RpoD_mono	3598040	3601909	3601909	-	True	RpoD_mono
TU8J2_239_from_RpoD_mono	4113417	4118486	4118486	+	True	RpoD_mono
TU8J2_635_from_RpoD_mono	2802358	2805313	2805313	+	True	RpoD_mono
TU8J2_434_from_RpoD_mono	3609420	3609902	3609902	+	True	RpoD_mono
TU8J2_1080_from_RpoD_mono	494506	494877	494877	+	True	RpoD_mono
TU8J2_1182_from_RpoD_mono	121919	125500	125500	+	True	RpoD_mono
TU8J2_764_from_RpoD_mono	2099446	2099790	2099790	-	True	RpoD_mono
TU8J2_536_from_RpoD_mono	3067420	3068811	3068811	-	True	RpoD_mono
TU8J2_969_from_RpoD_mono	936773	936997	936997	-	True	RpoD_mono
TU8J2_1315_from_RpoD_mono	159182	159778	159778	+	True	RpoD_mono
TU8J2_867_from_RpoD_mono	1448506	1449132	1449132	+	True	RpoD_mono
TU8J2_1416_from_RpoD_mono	1534279	1535751	1535751	-	True	RpoD_mono
TU8J2_1544_from_RpoD_mono	3404835	3405626	3405626	+	True	RpoD_mono
TU8J2_224_from_RpoD_mono	4157471	4158835	4158835	-	True	RpoD_mono
TU8J2_299_from_RpoD_mono	3971060	3972433	3972433	+	True	RpoD_mono
TU8J2_42_from_RpoD_mono	312159	317603	317603	+	True	RpoD_mono
TU8J2_1066_from_RpoD_mono	597114	598052	598052	+	True	RpoD_mono
TU8J2_620_from_RpoD_mono	2854880	2855164	2855164	-	True	RpoD_mono
TU8J2_75_from_RpoD_mono	989022	989591	989591	+	True	RpoD_mono
TU8J2_521_from_RpoD_mono	3124250	3127675	3127675	-	True	RpoD_mono
TU8J2_1168_from_RpoD_mono	226566	227954	227954	+	True	RpoD_mono
TU8J2_1300_from_RpoD_mono	3138978	3139226	3139226	-	True	RpoD_mono
TU8J2_852_from_RpoD_mono	1507578	1511163	1511163	+	True	RpoD_mono
TU8J2_954_from_RpoD_mono	1002501	1004834	1004834	+	True	RpoD_mono
TU8J2_153_from_RpoD_mono	1861384	1862712	1862712	-	True	RpoD_mono
TU8J2_21_from_RpoD_mono	3663281	3664201	3664201	+	True	RpoD_mono
TU8J2_1401_from_RpoD_mono	1398975	1400096	1400096	-	True	RpoD_mono
TU8J2_405_from_RpoD_mono	3716009	3717097	3717097	-	True	RpoD_mono
TU8J2_1051_from_RpoD_mono	674832	675857	675857	-	True	RpoD_mono
TU8J2_2964_from_RpoD_mono	474731	475540	475540	+	True	RpoD_mono
TU8J2_735_from_RpoD_mono	2320355	2321860	2321860	-	True	RpoD_mono
TU8J2_507_from_RpoD_mono	3163735	3171646	3171646	-	True	RpoD_mono
TU8J2_606_from_RpoD_mono	2897788	2898123	2898123	+	True	RpoD_mono
TU8J2_1287_from_RpoD_mono	3595356	3598020	3598020	+	True	RpoD_mono
TU8J2_838_from_RpoD_mono	1580121	1584097	1584097	+	True	RpoD_mono
TU8J2_1153_from_RpoD_mono	284011	285762	285762	+	True	RpoD_mono
TU8J2_1515_from_RpoD_mono	3072401	3072622	3072622	+	True	RpoD_mono
TU8J2_195_from_RpoD_mono	990612	991265	991265	-	True	RpoD_mono
TU8J2_94_from_RpoD_mono	966196	966669	966669	-	True	RpoD_mono
TU8J2_389_from_RpoD_mono	3753933	3755291	3755291	-	True	RpoD_mono
TU8J2_1037_from_RpoD_mono	755907	757978	757978	+	True	RpoD_mono
TU8J2_1388_from_RpoD_mono	1253713	1255866	1255866	-	True	RpoD_mono
TU8J2_718_from_RpoD_mono	2413585	2415211	2415211	-	True	RpoD_mono
TU8J2_493_from_RpoD_mono	3225178	3225570	3225570	-	True	RpoD_mono
TU8J2_295_from_RpoD_mono	3981227	3982915	3982915	+	True	RpoD_mono
TU8J2_127_from_RpoD_mono	20880	22157	22157	+	True	RpoD_mono
TU8J2_823_from_RpoD_mono	1687187	1690898	1690898	+	True	RpoD_mono
TU8J2_592_from_RpoD_mono	2926031	2926972	2926972	+	True	RpoD_mono
TU8J2_1499_from_RpoD_mono	2755382	2755804	2755804	-	True	RpoD_mono
TU8J2_1374_from_RpoD_mono	1074381	1074572	1074572	+	True	RpoD_mono
TU8J2_1139_from_RpoD_mono	320421	320723	320723	-	True	RpoD_mono
TU8J2_374_from_RpoD_mono	3776722	3777753	3777753	-	True	RpoD_mono
TU8J2_180_from_RpoD_mono	3367040	3373648	3373648	-	True	RpoD_mono
TU8J2_925_from_RpoD_mono	1114057	1115586	1115586	-	True	RpoD_mono
TU8J2_703_from_RpoD_mono	2459326	2460246	2460246	+	True	RpoD_mono
TU8J2_1022_from_RpoD_mono	822903	826734	826734	-	True	RpoD_mono
TU8J2_283_from_RpoD_mono	3999350	4000486	4000486	+	True	RpoD_mono
TU8J2_1255_from_RpoD_mono	618095	619282	619282	+	True	RpoD_mono
TU8J2_479_from_RpoD_mono	3257693	3258061	3258061	+	True	RpoD_mono
TU8J2_578_from_RpoD_mono	2959257	2961188	2961188	-	True	RpoD_mono
TU8J2_1484_from_RpoD_mono	2593000	2593254	2593254	+	True	RpoD_mono
TU8J2_809_from_RpoD_mono	1877959	1879759	1879759	+	True	RpoD_mono
TU8J2_1124_from_RpoD_mono	353900	362757	362757	-	True	RpoD_mono
TU8J2_36_from_RpoD_mono	2413585	2415211	2415211	-	True	RpoD_mono
TU8J2_136_from_RpoD_mono	2911116	2912888	2912888	-	True	RpoD_mono
TU8J2_910_from_RpoD_mono	1206629	1207788	1207788	+	True	RpoD_mono
TU8J2_689_from_RpoD_mono	2483904	2484731	2484731	+	True	RpoD_mono
TU8J2_166_from_RpoD_mono	1419213	1421923	1421923	+	True	RpoD_mono
TU8J2_269_from_RpoD_mono	4039466	4040875	4040875	-	True	RpoD_mono
TU8J2_1240_from_RpoD_mono	893904	897433	897433	+	True	RpoD_mono
TU8J2_1008_from_RpoD_mono	863862	865037	865037	-	True	RpoD_mono
TU8J2_111_from_RpoD_mono	596478	598543	598543	+	True	RpoD_mono
TU8J2_147_from_RpoD_mono	1320570	1321166	1321166	-	True	RpoD_mono
TU8J2_464_from_RpoD_mono	3354066	3354487	3354487	+	True	RpoD_mono
TU8J2_566_from_RpoD_mono	2994756	2995597	2995597	+	True	RpoD_mono
TU8J2_345_from_RpoD_mono	3853717	3856172	3856172	-	True	RpoD_mono
TU8J2_795_from_RpoD_mono	1924993	1925421	1925421	-	True	RpoD_mono
TU8J2_897_from_RpoD_mono	1277062	1277457	1277457	-	True	RpoD_mono
TU8J2_674_from_RpoD_mono	2541051	2542442	2542442	+	True	RpoD_mono
TU8J2_1345_from_RpoD_mono	614885	615622	615622	-	True	RpoD_mono
TU8J2_254_from_RpoD_mono	4088002	4089387	4089387	+	True	RpoD_mono
TU8J2_1220_from_RpoD_mono	1247788	1248564	1248564	+	True	RpoD_mono
TU8J2_1574_from_RpoD_mono	4185160	4185681	4185681	-	True	RpoD_mono
TU8J2_1096_from_RpoD_mono	449724	452739	452739	+	True	RpoD_mono
TU8J2_1455_from_RpoD_mono	2136373	2136498	2136498	+	True	RpoD_mono
TU8J2_45_from_RpoD_mono	3029729	3031417	3031417	-	True	RpoD_mono
TU8J2_551_from_RpoD_mono	3029729	3031417	3031417	-	True	RpoD_mono
TU8J2_330_from_RpoD_mono	3897685	3898362	3898362	-	True	RpoD_mono
TU8J2_78_from_RpoD_mono	1018998	1020002	1020002	+	True	RpoD_mono
TU8J2_882_from_RpoD_mono	1372792	1373991	1373991	+	True	RpoD_mono
TU8J2_66_from_RpoD_mono	2788920	2791440	2791440	-	True	RpoD_mono
TU8J2_1330_from_RpoD_mono	546166	546966	546966	-	True	RpoD_mono
TU8J2_24_from_RpoD_mono	3910302	3912226	3912226	-	True	RpoD_mono
TU8J2_1206_from_RpoD_mono	30279	35355	35355	-	True	RpoD_mono
TU8J2_156_from_RpoD_mono	587744	589601	589601	+	True	RpoD_mono
TU8J2_1081_from_RpoD_mono	493559	494377	494377	+	True	RpoD_mono
TU8J2_993_from_RpoD_mono	898961	899905	899905	+	True	RpoD_mono
TU8J2_435_from_RpoD_mono	3606762	3608773	3608773	-	True	RpoD_mono
TU8J2_537_from_RpoD_mono	3061651	3063807	3063807	-	True	RpoD_mono
